timestamp	page	raw_reference	resolved_url	snapshot
20070315080611	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/pure.js	http://t.yoyo.pl/pure.js	research/yoyo-roomz-launch-history/20070315080611__b59642bd1ff6__roomz.htm
20070323131613	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070323131613__5ac5a4ae32f3__roomz.htm
20070323131613	http://www.theroomz.yoyo.pl:80/roomz.htm	back.gif	http://www.theroomz.yoyo.pl:80/back.gif	research/yoyo-roomz-launch-history/20070323131613__5ac5a4ae32f3__roomz.htm
20070408021203	http://www.theroomz.yoyo.pl:80/roomz.htm	/yoyo.pnq	http://www.theroomz.yoyo.pl:80/yoyo.pnq	research/yoyo-roomz-launch-history/20070408021203__377d419c1867__roomz.htm
20070408021203	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070408021203__377d419c1867__roomz.htm
20070408021203	http://www.theroomz.yoyo.pl:80/roomz.htm	back.gif	http://www.theroomz.yoyo.pl:80/back.gif	research/yoyo-roomz-launch-history/20070408021203__377d419c1867__roomz.htm
20070408021203	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8MGx3LGyzLmZ5AGEvMzD0L2SuLmOxMwV2ZTD4AGpkBJEuLwpjLwEwMKj7sQNhZv4jsQg8ZUj7sQR=	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8MGx3LGyzLmZ5AGEvMzD0L2SuLmOxMwV2ZTD4AGpkBJEuLwpjLwEwMKj7sQNhZv4jsQg8ZUj7sQR=	research/yoyo-roomz-launch-history/20070408021203__377d419c1867__roomz.htm
20070408021203	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/pure.js	http://t.yoyo.pl/pure.js	research/yoyo-roomz-launch-history/20070408021203__377d419c1867__roomz.htm
20070509150022	http://www.theroomz.yoyo.pl:80/roomz.htm	/yoyo.pnq	http://www.theroomz.yoyo.pl:80/yoyo.pnq	research/yoyo-roomz-launch-history/20070509150022__066de84e2578__roomz.htm
20070509150022	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070509150022__066de84e2578__roomz.htm
20070509150022	http://www.theroomz.yoyo.pl:80/roomz.htm	back.gif	http://www.theroomz.yoyo.pl:80/back.gif	research/yoyo-roomz-launch-history/20070509150022__066de84e2578__roomz.htm
20070516084233	http://www.theroomz.yoyo.pl:80/roomz.htm	/yoyo.pnq	http://www.theroomz.yoyo.pl:80/yoyo.pnq	research/yoyo-roomz-launch-history/20070516084233__066de84e2578__roomz.htm
20070516084233	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070516084233__066de84e2578__roomz.htm
