timestamp	original	status	bytes	sha256	saved_file
20070703063940	http://www.theroomz.yoyo.pl:80/roomz.htm	200	2856	3b1d0ff0cf8691739c9f55596f60425f47ad87778353d1576d72f2529eb34bec	research/yoyo-roomz-launch-history/20070703063940__3b1d0ff0cf86__roomz.htm
20070819111804	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20070819111804__6be8721ef104__roomz.htm
20070918205200	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20070918205200__6be8721ef104__roomz.htm
20071011213005	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20071011213005__6be8721ef104__roomz.htm
20071020144804	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20071020144804__6be8721ef104__roomz.htm
20071121163704	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20071121163704__6be8721ef104__roomz.htm
20080115083509	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1429	6be8721ef1046bdf0ed91c3441da02caf9ceb99fe5df1bbc4b5b6ee242d05d10	research/yoyo-roomz-launch-history/20080115083509__6be8721ef104__roomz.htm
20080214234114	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20080214234114__3effb05e5b09__roomz.htm
20080317013822	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20080317013822__3effb05e5b09__roomz.htm
20080417074538	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20080417074538__3effb05e5b09__roomz.htm
20080913191644	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20080913191644__3effb05e5b09__roomz.htm
20081014060215	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20081014060215__3effb05e5b09__roomz.htm
20081208234605	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20081208234605__3effb05e5b09__roomz.htm
20090219182337	http://theroomz.yoyo.pl:80/roomz.htm	302	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20090219182337__3effb05e5b09__roomz.htm
20090219182337	http://www.theroomz.yoyo.pl:80/roomz.htm	200	1199	3effb05e5b093ebeffcc1c659d2312261d130b7e258e60458e7d308f206895ca	research/yoyo-roomz-launch-history/20090219182337__3effb05e5b09__roomz.htm
20121106220606	http://www.theroomz.yoyo.pl/roomz.htm	200	4437	9d31bf07019eb83c785dbfe55588c3658d67078ee3ebee13b60e8c2935c9ba65	research/yoyo-roomz-launch-history/20121106220606__9d31bf07019e__roomz.htm
