topic_id	mapped_title	timestamp	url	context
187	1	20080208155031	http://theroomz.19.forumer.com/viewtopic.php?t=187&start=0	
187	1	20080208155031	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
152	Room 38 - The flickering	20080208154703	http://theroomz.yoyo.pl/logo2.jpg	
152	Room 38 - The flickering	20080208154703	http://theroomz.yoyo.pl/scr/angelav.jpg	
152	Room 38 - The flickering	20080208154703	http://theroomz.org	
152	Room 38 - The flickering	20080208154703	http://www.theroomz.org	
152	Room 38 - The flickering	20080208154703	http://theroomz.19.forumer.com/viewtopic.php?t=152&start=0	
152	Room 38 - The flickering	20080208154703	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
20	1	20080208155051	http://theroomz.yoyo.pl/logo2.jpg	
20	1	20080208155051	http://theroomz.yoyo.pl	
20	1	20080208155051	http://theroomz.19.forumer.com/viewtopic.php?t=20&start=0	
20	1	20080208155051	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.yoyo.pl/logo2.jpg	
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.yoyo.pl	
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.yoyo.pl/scr/angelav.jpg	
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.org	
15	Room 2 - the truth of bricks	20080208154642	http://www.theroomz.org	
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.19.forumer.com/viewtopic.php?t=15&start=0	
15	Room 2 - the truth of bricks	20080208154642	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
215	5	20080208155131	http://theroomz.yoyo.pl/logo2.jpg	
215	5	20080208155131	http://theroomz.19.forumer.com/viewtopic.php?t=215&start=0	
215	5	20080208155131	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
164	2	20080208154822	http://theroomz.yoyo.pl/logo2.jpg	
164	2	20080208154822	http://theroomz.yoyo.pl/scr/angelav.jpg	
164	2	20080208154822	http://theroomz.org	
164	2	20080208154822	http://www.theroomz.org	
164	2	20080208154822	http://theroomz.19.forumer.com/viewtopic.php?t=164&start=0	
164	2	20080208154822	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
16	1	20080208154748	http://theroomz.yoyo.pl/logo2.jpg	
16	1	20080208154748	http://theroomz.yoyo.pl	
16	1	20080208154748	http://theroomz.yoyo.pl/scr/angelav.jpg	
16	1	20080208154748	http://theroomz.org	
16	1	20080208154748	http://www.theroomz.org	
16	1	20080208154748	http://theroomz.19.forumer.com/viewtopic.php?t=16&start=0	
16	1	20080208154748	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
153	7	20080208154732	http://theroomz.yoyo.pl/logo2.jpg	
153	7	20080208154732	http://theroomz.yoyo.pl/scr/angelav.jpg	
153	7	20080208154732	http://theroomz.org	
153	7	20080208154732	http://www.theroomz.org	
153	7	20080208154732	http://theroomz.19.forumer.com/viewtopic.php?t=153&start=0	
153	7	20080208154732	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
212	Room 43 - Underwater journey	20080208155111	http://theroomz.yoyo.pl/logo2.jpg	
212	Room 43 - Underwater journey	20080208155111	http://theroomz.yoyo.pl/scr/angelav.jpg	
212	Room 43 - Underwater journey	20080208155111	http://theroomz.org	
212	Room 43 - Underwater journey	20080208155111	http://www.theroomz.org	
212	Room 43 - Underwater journey	20080208155111	http://theroomz.19.forumer.com/viewtopic.php?t=212&start=0	
212	Room 43 - Underwater journey	20080208155111	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
227	Bonus room 4 - The Big Secret.	20080208155151	http://theroomz.yoyo.pl/logo2.jpg	
227	Bonus room 4 - The Big Secret.	20080208155151	http://theroomz.yoyo.pl/scr/angelav.jpg	
227	Bonus room 4 - The Big Secret.	20080208155151	http://theroomz.org	
227	Bonus room 4 - The Big Secret.	20080208155151	http://www.theroomz.org	
227	Bonus room 4 - The Big Secret.	20080208155151	http://theroomz.19.forumer.com/viewtopic.php?t=227&start=0	
227	Bonus room 4 - The Big Secret.	20080208155151	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
23	1	20080208155206	http://theroomz.yoyo.pl/logo2.jpg	
23	1	20080208155206	http://theroomz.yoyo.pl	
23	1	20080208155206	http://theroomz.yoyo.pl/scr/angelav.jpg	
23	1	20080208155206	http://theroomz.org	
23	1	20080208155206	http://www.theroomz.org	
23	1	20080208155206	http://theroomz.19.forumer.com/viewtopic.php?t=23&start=0	
23	1	20080208155206	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
236	1	20080208155221	http://theroomz.yoyo.pl/logo2.jpg	
236	1	20080208155221	http://theroomz.yoyo.pl/scr/angelav.jpg	
236	1	20080208155221	http://theroomz.org	
236	1	20080208155221	http://www.theroomz.org	
236	1	20080208155221	http://theroomz.19.forumer.com/viewtopic.php?t=236&start=0	
236	1	20080208155221	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
32	3	20080208155312	http://theroomz.yoyo.pl/logo2.jpg	
32	3	20080208155312	http://theroomz.yoyo.pl/scr/angelav.jpg	
32	3	20080208155312	http://theroomz.org	
32	3	20080208155312	http://www.theroomz.org	
32	3	20080208155312	http://theroomz.yoyo.pl	
32	3	20080208155312	http://theroomz.19.forumer.com/viewtopic.php?t=33	
32	3	20080208155312	http://theroomz.19.forumer.com/viewtopic.php?t=32&start=0	
32	3	20080208155312	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
250	1	20080208155242	http://theroomz.yoyo.pl/logo2.jpg	
250	1	20080208155242	http://theroomz.yoyo.pl/scr/angelav.jpg	
250	1	20080208155242	http://theroomz.org	
250	1	20080208155242	http://www.theroomz.org	
250	1	20080208155242	http://theroomz.19.forumer.com/viewtopic.php?t=250&start=0	
250	1	20080208155242	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
308	Room 45 - Never ending story...	20080208155251	http://theroomz.yoyo.pl/logo2.jpg	
308	Room 45 - Never ending story...	20080208155251	http://theroomz.yoyo.pl/scr/angelav.jpg	
308	Room 45 - Never ending story...	20080208155251	http://theroomz.org	
308	Room 45 - Never ending story...	20080208155251	http://www.theroomz.org	
308	Room 45 - Never ending story...	20080208155251	http://theroomz.19.forumer.com/viewtopic.php?t=308&start=0	
308	Room 45 - Never ending story...	20080208155251	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
46	Room 19 - even more stuff	20080208155534	http://theroomz.yoyo.pl/logo2.jpg	
46	Room 19 - even more stuff	20080208155534	http://theroomz.yoyo.pl/scr/angelav.jpg	
46	Room 19 - even more stuff	20080208155534	http://theroomz.org	
46	Room 19 - even more stuff	20080208155534	http://www.theroomz.org	
46	Room 19 - even more stuff	20080208155534	http://theroomz.yoyo.pl	
46	Room 19 - even more stuff	20080208155534	http://theroomz.19.forumer.com/viewtopic.php?t=46&start=0	
46	Room 19 - even more stuff	20080208155534	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
61	4	20080208155809	http://theroomz.yoyo.pl/logo2.jpg	
61	4	20080208155809	http://theroomz.yoyo.pl/scr/angelav.jpg	
61	4	20080208155809	http://theroomz.org	
61	4	20080208155809	http://www.theroomz.org	
61	4	20080208155809	http://theroomz.19.forumer.com/viewtopic.php?t=61&start=0	
61	4	20080208155809	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
76	room 26 - confession time	20080208155829	http://theroomz.yoyo.pl/logo2.jpg	
76	room 26 - confession time	20080208155829	http://theroomz.yoyo.pl/scr/angelav.jpg	
76	room 26 - confession time	20080208155829	http://theroomz.org	
76	room 26 - confession time	20080208155829	http://www.theroomz.org	
76	room 26 - confession time	20080208155829	http://theroomz.19.forumer.com/viewtopic.php?t=76&start=0	
76	room 26 - confession time	20080208155829	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
48	2	20080208155557	http://theroomz.yoyo.pl/logo2.jpg	
48	2	20080208155557	http://theroomz.yoyo.pl/scr/angelav.jpg	
48	2	20080208155557	http://theroomz.org	
48	2	20080208155557	http://www.theroomz.org	
48	2	20080208155557	http://theroomz.yoyo.pl	
48	2	20080208155557	http://theroomz.19.forumer.com/viewtopic.php?t=55	
48	2	20080208155557	http://theroomz.19.forumer.com/viewtopic.php?t=48&start=0	
48	2	20080208155557	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
55	Room 21 - Around the paper	20080208155649	http://theroomz.yoyo.pl/logo2.jpg	
55	Room 21 - Around the paper	20080208155649	http://theroomz.yoyo.pl/scr/angelav.jpg	
55	Room 21 - Around the paper	20080208155649	http://theroomz.org	
55	Room 21 - Around the paper	20080208155649	http://www.theroomz.org	
55	Room 21 - Around the paper	20080208155649	http://theroomz.yoyo.pl	
